id,node_id,position
258219703,2636086179,0
258219703,2636086178,1
258219703,2636086177,2
258219703,2636086176,3
209809850,2199822281,0
209809850,2199822390,1
209809850,2199822392,2
209809850,2199822369,3
209809850,2199822370,4
209809850,2199822284,5
209809850,2199822281,6
